epi_week,country,state,loc,loc_type,disease, event,number,from_date,to_date,url
190323,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,07/06/1903,13/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129190
190324,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,14/06/1903,20/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129191
190324,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,14/06/1903,20/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129191
190325,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129191
190325,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129191
190325,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129191
190326,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,28/06/1903,04/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129209
190327,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,05/07/1903,11/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129205
190327,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,05/07/1903,11/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129205
190328,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129205
190328,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,1,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129205
190329,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,19/07/1903,25/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129211
190330,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,26/07/1903,01/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129212
190331,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,02/08/1903,08/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129213
190331,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,02/08/1903,08/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129213
190332,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,09/08/1903,15/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129199
190333,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,16/08/1903,22/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129215
190333,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,16/08/1903,22/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129215
190335,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,30/08/1903,05/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129214
190335,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,30/08/1903,05/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129214
190336,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,06/09/1903,12/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129216
190337,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,3,13/09/1903,19/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129217
190338,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,20/09/1903,26/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129226
190338,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,20/09/1903,26/09/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129226
190339,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,27/09/1903,03/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129226
190339,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,27/09/1903,03/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129226
190340,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,04/10/1903,10/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129230
190341,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,11/10/1903,17/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129227
190342,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,18/10/1903,24/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129231
190343,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,25/10/1903,31/10/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129258
190344,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,01/11/1903,07/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129259
190344,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,01/11/1903,07/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129259
190344,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,01/11/1903,07/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129259
190345,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,08/11/1903,14/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129229
190345,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,2,08/11/1903,14/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129229
190346,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,15/11/1903,21/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129229
190347,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,22/11/1903,28/11/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129228
190348,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,9,29/11/1903,05/12/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129207
190349,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,06/12/1903,12/12/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129207
190350,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,13/12/1903,19/12/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998721
190351,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,20/12/1903,26/12/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998722
190352,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,9,25/12/1903,31/12/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998723
190401,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,03/01/1904,09/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998724
190402,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,10/01/1904,16/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998725
190403,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,17/01/1904,23/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998725
190404,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,24/01/1904,30/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998727
190404,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,24/01/1904,30/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998727
190404,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,24/01/1904,30/01/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998727
190405,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,31/01/1904,06/02/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998727
190406,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,07/02/1904,13/02/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998728
190407,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,14/02/1904,20/02/1904,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998730
190501,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,01/01/1905,07/01/1905,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2080887
190502,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,08/01/1905,14/01/1905,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2080889
190708,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,17/02/1907,23/02/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999350
190708,US,AL,MONTGOMERY,CITY,DIPHTHERIA,CASES,1,17/02/1907,23/02/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999350
190709,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,24/02/1907,02/03/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999352
190719,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,05/05/1907,11/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999361
190719,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,05/05/1907,11/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999361
190720,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,12/05/1907,18/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999362
190720,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,12/05/1907,18/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999362
190721,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,19/05/1907,25/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999363
190721,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,19/05/1907,25/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999363
190721,US,AL,MONTGOMERY,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,19/05/1907,25/05/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999363
190723,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,02/06/1907,08/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999365
190724,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,09/06/1907,15/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999406
190725,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,16/06/1907,22/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999408
190725,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,16/06/1907,22/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999408
190725,US,AL,MONTGOMERY,CITY,SCARLET FEVER,DEATHS,1,16/06/1907,22/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999408
190725,US,AL,MONTGOMERY,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,16/06/1907,22/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999408
190726,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,9,23/06/1907,29/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999409
190726,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,23/06/1907,29/06/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999409
190727,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,30/06/1907,06/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999410
190727,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,30/06/1907,06/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999410
190727,US,AL,MONTGOMERY,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,30/06/1907,06/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999410
190728,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,07/07/1907,13/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999411
190729,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,14/07/1907,20/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999412
190730,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,20/07/1907,26/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999413
190730,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,20/07/1907,26/07/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999413
190732,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,04/08/1907,10/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999414
190732,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,04/08/1907,10/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999414
190733,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,11/08/1907,17/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999416
190733,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,11/08/1907,17/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999416
190734,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,18/08/1907,24/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999417
190734,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,18/08/1907,24/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999417
190734,US,AL,MONTGOMERY,CITY,SCARLET FEVER,DEATHS,1,18/08/1907,24/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999417
190734,US,AL,MONTGOMERY,CITY,DIPHTHERIA,DEATHS,1,18/08/1907,24/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999417
190736,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,01/09/1907,07/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999418
190736,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,01/09/1907,07/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999418
190735,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,25/08/1907,31/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999420
190735,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,25/08/1907,31/08/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999420
190737,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,08/09/1907,14/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999420
190737,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,08/09/1907,14/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999420
190738,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,15/09/1907,21/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999421
190738,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,15/09/1907,21/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999421
190739,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,22/09/1907,28/09/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999423
190740,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,29/09/1907,05/10/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999424
190740,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,29/09/1907,05/10/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999424
190741,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,06/10/1907,12/10/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999425
190742,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,13/10/1907,19/10/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999426
190743,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,19/10/1907,25/10/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999427
190744,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,26/10/1907,01/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999428
190744,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,26/10/1907,01/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999428
190745,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,02/11/1907,08/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999429
190745,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,02/11/1907,08/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999429
190746,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,09/11/1907,15/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999430
190746,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,09/11/1907,15/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999430
190748,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,23/11/1907,29/11/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999432
190749,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,30/11/1907,06/12/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999433
190750,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,07/12/1907,13/12/1907,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999435
190752,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,21/12/1907,27/12/1907,https://www.tycho.pitt.edu/raw/PDF/1908/02.pdf
190752,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,21/12/1907,27/12/1907,https://www.tycho.pitt.edu/raw/PDF/1908/02.pdf
190801,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,28/12/1907,03/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/03.pdf
190802,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,05/01/1908,11/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/04.pdf
190802,US,AL,MOBILE,CITY,SCARLET FEVER,CASES,2,05/01/1908,11/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/04.pdf
190803,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/05.pdf
190803,US,AL,MOBILE,CITY,SCARLET FEVER,CASES,2,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/05.pdf
190803,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/05.pdf
190803,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/05.pdf
190803,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/06.pdf
190803,US,AL,MOBILE,CITY,SCARLET FEVER,CASES,2,12/01/1908,18/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/06.pdf
190804,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,18/01/1908,24/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/06.pdf
190805,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,25/01/1908,31/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/07.pdf
190804,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,19/01/1908,25/01/1908,https://www.tycho.pitt.edu/raw/PDF/1908/08.pdf
190805,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,26/01/1908,01/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/08.pdf
190806,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,01/02/1908,07/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/08.pdf
190806,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,01/02/1908,07/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/08.pdf
190807,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,08/02/1908,14/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/09.pdf
190807,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,09/02/1908,15/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/10.pdf
190808,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,15/02/1908,21/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/10.pdf
190808,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,16/02/1908,22/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/11.pdf
190809,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,23/02/1908,29/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/11.pdf
190806,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,02/02/1908,08/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/12.pdf
190809,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,23/02/1908,29/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/12.pdf
190809,US,AL,MOBILE,CITY,SCARLET FEVER,CASES,1,23/02/1908,29/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/12.pdf
190809,US,AL,MOBILE,CITY,DIPHTHERIA,CASES,1,23/02/1908,29/02/1908,https://www.tycho.pitt.edu/raw/PDF/1908/12.pdf
190810,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,29/02/1908,06/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/12.pdf
190810,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,01/03/1908,07/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/13.pdf
190812,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,14/03/1908,20/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/14.pdf
190812,US,AL,MONTGOMERY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,14/03/1908,20/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/14.pdf
190812,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,15/03/1908,21/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/15.pdf
190813,US,AL,MONTGOMERY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,21/03/1908,27/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/15.pdf
190813,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,22/03/1908,28/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/16.pdf
190813,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,22/03/1908,28/03/1908,https://www.tycho.pitt.edu/raw/PDF/1908/16.pdf
