epi_week,country,state,loc,loc_type,disease, event,number,from_date,to_date,url
190222,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,25/05/1902,31/05/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998971
190222,US,DC,WASHINGTON,CITY,SCARLET FEVER,DEATHS,1,25/05/1902,31/05/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998971
190222,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,25/05/1902,31/05/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998971
190223,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,01/06/1902,07/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998972
190223,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,01/06/1902,07/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998972
190223,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,3,01/06/1902,07/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998972
190223,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,01/06/1902,07/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998972
190224,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,08/06/1902,14/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998977
190224,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,08/06/1902,14/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998977
190224,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,08/06/1902,14/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998977
190225,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,15/06/1902,21/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998975
190225,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,15/06/1902,21/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998975
190225,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,15/06/1902,21/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998975
190225,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,15/06/1902,21/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998975
190226,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,22/06/1902,28/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998980
190226,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,22/06/1902,28/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998980
190226,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,22/06/1902,28/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998980
190226,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,22/06/1902,28/06/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998980
190227,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,29/06/1902,05/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998982
190227,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,29/06/1902,05/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998982
190227,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,7,29/06/1902,05/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998982
190229,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,13/07/1902,19/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998987
190229,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,7,13/07/1902,19/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998987
190229,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,8,13/07/1902,19/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998987
190230,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,20/07/1902,26/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998989
190230,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,8,20/07/1902,26/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998989
190230,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,7,20/07/1902,26/07/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998989
190231,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,22,27/07/1902,02/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998991
190231,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,11,27/07/1902,02/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998991
190231,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,27/07/1902,02/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998991
190231,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,27/07/1902,02/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998991
190232,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,03/08/1902,09/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998986
190232,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,8,03/08/1902,09/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998986
190232,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,9,03/08/1902,09/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998986
190234,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,17/08/1902,23/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998996
190234,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,6,17/08/1902,23/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998996
190234,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,17/08/1902,23/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998996
190235,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,7,24/08/1902,30/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998999
190235,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,6,24/08/1902,30/08/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998999
190236,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,31/08/1902,06/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998998
190236,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,31/08/1902,06/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998998
190236,US,DC,WASHINGTON,CITY,SCARLET FEVER,DEATHS,1,31/08/1902,06/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998998
190236,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,31/08/1902,06/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1998998
190237,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,07/09/1902,13/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999000
190237,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,6,07/09/1902,13/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999000
190237,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,07/09/1902,13/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999000
190239,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,21/09/1902,27/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999002
190239,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,9,21/09/1902,27/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999002
190239,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,21/09/1902,27/09/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999002
190241,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,17,05/10/1902,11/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999005
190241,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,7,05/10/1902,11/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999005
190241,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,05/10/1902,11/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999005
190242,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,12/10/1902,18/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999004
190242,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,8,12/10/1902,18/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999004
190242,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,12/10/1902,18/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999004
190242,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,12/10/1902,18/10/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999004
190244,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,26/10/1902,01/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999007
190244,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,6,26/10/1902,01/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999007
190244,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,26/10/1902,01/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999007
190244,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,26/10/1902,01/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999007
190246,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,09/11/1902,15/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999009
190246,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,09/11/1902,15/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999009
190246,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,09/11/1902,15/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999009
190246,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,09/11/1902,15/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999009
190247,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,16/11/1902,22/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999010
190247,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,16/11/1902,22/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999010
190247,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,16/11/1902,22/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999010
190247,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,16/11/1902,22/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999010
190248,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,23/11/1902,29/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999011
190248,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,23/11/1902,29/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999011
190248,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,23/11/1902,29/11/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999011
190249,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,30/11/1902,06/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999012
190249,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,7,30/11/1902,06/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999012
190249,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,30/11/1902,06/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999012
190250,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,18,07/12/1902,13/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999014
190250,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,6,07/12/1902,13/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999014
190251,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,14/12/1902,20/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129174
190251,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,14/12/1902,20/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129174
190251,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,14/12/1902,20/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129174
190251,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,14/12/1902,20/12/1902,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129174
190253,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,28/12/1902,03/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129176
190253,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,28/12/1902,03/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129176
190302,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,15,11/01/1903,17/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129178
190302,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,11/01/1903,17/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129178
190302,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,11/01/1903,17/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129178
190302,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,11/01/1903,17/01/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129178
190307,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,21,15/02/1903,21/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190307,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,15/02/1903,21/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190307,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,15/02/1903,21/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190308,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,15,22/02/1903,28/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190308,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,22/02/1903,28/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190308,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,22/02/1903,28/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190308,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,22/02/1903,28/02/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129189
190309,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,21,01/03/1903,07/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129194
190309,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,01/03/1903,07/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129194
190309,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,01/03/1903,07/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129194
190309,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,01/03/1903,07/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129194
190310,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,08/03/1903,14/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129196
190310,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,08/03/1903,14/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129196
190310,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,08/03/1903,14/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129196
190311,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,15/03/1903,21/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129197
190311,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,15/03/1903,21/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129197
190311,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,15/03/1903,21/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129197
190312,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,21,22/03/1903,28/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129198
190312,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,22/03/1903,28/03/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129198
190314,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,15,05/04/1903,11/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129202
190314,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,05/04/1903,11/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129202
190314,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,05/04/1903,11/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129202
190316,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,19/04/1903,25/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129201
190316,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,19/04/1903,25/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129201
190316,US,DC,WASHINGTON,CITY,SCARLET FEVER,DEATHS,1,19/04/1903,25/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129201
190316,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,19/04/1903,25/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129201
190316,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,19/04/1903,25/04/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129201
190317,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,17,26/04/1903,02/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129204
190317,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,26/04/1903,02/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129204
190317,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,26/04/1903,02/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129204
190318,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,03/05/1903,09/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129208
190318,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,03/05/1903,09/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129208
190319,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,10/05/1903,16/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129195
190319,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,10/05/1903,16/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129195
190319,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,10/05/1903,16/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129195
190320,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,17/05/1903,23/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129187
190320,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,17/05/1903,23/05/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129187
190322,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,31/05/1903,06/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129188
190322,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,31/05/1903,06/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129188
190322,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,31/05/1903,06/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129188
190323,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,18,07/06/1903,13/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129190
190323,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,07/06/1903,13/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129190
190323,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,07/06/1903,13/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129190
190323,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,07/06/1903,13/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129190
190325,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,16,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129193
190325,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129193
190325,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,21/06/1903,27/06/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129193
190326,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,28/06/1903,04/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129209
190326,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,28/06/1903,04/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129209
190326,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,28/06/1903,04/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129209
190328,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129210
190328,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129210
190328,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129210
190328,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,12/07/1903,18/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129210
190329,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,19/07/1903,25/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129211
190329,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,19/07/1903,25/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129211
190329,US,DC,WASHINGTON,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,19/07/1903,25/07/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129211
190330,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,21,26/07/1903,01/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129212
190330,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,26/07/1903,01/08/1903,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2129212
